"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"568"	"S000003048"	"ORF"	"Verified"	"YGL080W"	"MPC1"	"pyruvate transporter MPC1|FMP37"	"chromosome 7"	""	"7"	358636	359028	"W"	NA	"2011-02-03"	"1996-07-31"	"Highly conserved subunit of mitochondrial pyruvate carrier (MPC); MPC is a mitochondrial inner membrane complex that mediates pyruvate uptake and comprises Mpc1p and Mpc2p during fermentative growth, or Mcp1p and Mpc3p during respiratory growth; null mutant displays slow growth that is complemented by expression of human or mouse ortholog; mutation in human ortholog MPC1 is associated with lactic acidosis and hyperpyruvatemia"
"569"	"S000003036"	"ORF"	"Verified"	"YGL068W"	"MNP1"	"mitochondrial nucleoid protein MNP1"	"chromosome 7"	""	"7"	375087	375671	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L7/L12 and human MRPL7 ribosomal proteins; associates with the mitochondrial nucleoid; required for normal respiratory growth"
"570"	"S000003032"	"ORF"	"Verified"	"YGL064C"	"MRH4"	"ATP-dependent RNA helicase"	"chromosome 7"	""	"7"	383208	381523	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes"
"571"	"S000003031"	"ORF"	"Verified"	"YGL063W"	"PUS2"	"pseudouridine synthase PUS2"	"chromosome 7"	"L000003361"	"7"	383654	384766	"W"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification; mutation also affects pseudouridylation of some nuclear-encoded mRNAs; PUS2 has a paralog, PUS1, that arose from the whole genome duplication"
"572"	"S000003027"	"ORF"	"Verified"	"YGL059W"	"PKP2"	"protein kinase PKP2"	"chromosome 7"	""	"7"	392223	393698	"W"	NA	"2011-02-03"	"2003-01-02|1996-07-31|2011-02-03"	"Mitochondrial protein kinase; negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p; relocalizes from mitochondrion to cytoplasm upon DNA replication stress"
"573"	"S000003025"	"ORF"	"Verified"	"YGL057C"	"GEP7"	""	"chromosome 7"	""	"7"	395829	394966	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant exhibits a respiratory growth defect and synthetic interactions with prohibitin (phb1) and gem1; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"574"	"S000003023"	"ORF"	"Verified"	"YGL055W"	"OLE1"	"stearoyl-CoA 9-desaturase|MDM2"	"chromosome 7"	"L000001052|L000001297"	"7"	398628	400160	"W"	-37	"2011-02-03"	"1996-07-31"	"Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria"
"575"	"S000002988"	"ORF"	"Verified"	"YGL020C"	"GET1"	"GET complex subunit GET1|MDM39"	"chromosome 7"	""	"7"	457870	457163	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for normal mitochondrial morphology and inheritance"
"576"	"S000002986"	"ORF"	"Verified"	"YGL018C"	"JAC1"	"J-type chaperone JAC1"	"chromosome 7"	"L000003591"	"7"	459664	459110	"C"	NA	"2011-02-03"	"1996-07-31"	"Specialized J-protein that functions in Fe-S cluster biogenesis; functions with Hsp70 in Fe-S cluster biogenesis in mitochondria; involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix"
"577"	"S000002979"	"ORF"	"Verified"	"YGL011C"	"SCL1"	"proteasome core particle subunit alpha 1|PRC2"	"chromosome 7"	"L000001812"	"7"	475247	474489	"C"	-8	"2011-02-03"	"1996-07-31"	"Alpha 1 subunit of the 20S proteasome; involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria"
"578"	"S000002970"	"ORF"	"Verified"	"YGL002W"	"ERP6"	""	"chromosome 7"	"L000004683"	"7"	494517	495167	"W"	NA	"2011-02-03"	"1996-07-31"	"Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; ERP6 has a paralog, ERP1, that arose from the whole genome duplication"
"579"	"S000003240"	"ORF"	"Verified"	"YGR008C"	"STF2"	"ATPase-stabilizing factor family protein"	"chromosome 7"	"L000002127"	"7"	508364	508110	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein involved in resistance to desiccation stress; Stf2p exhibits antioxidant properties, and its overexpression prevents ROS accumulation and apoptosis; binds to F0 sector of mitochondrial F1F0 ATPase in vitro and may modulate the inhibitory action of Inh1p and Stf1p; protein abundance increases in response to DNA replication stress; STF2 has a paralog, TMA10, that arose from the whole genome duplication"
"580"	"S000003244"	"ORF"	"Verified"	"YGR012W"	"MCY1"	"putative cysteine synthase"	"chromosome 7"	""	"7"	513159	514340	"W"	NA	"2011-02-03"	"1996-07-31"	"Putative cysteine synthase; localized to the mitochondrial outer membrane"
"581"	"S000003260"	"ORF"	"Verified"	"YGR028W"	"MSP1"	"YTA4"	"chromosome 7"	"L000001200|L000002558"	"7"	542203	543291	"W"	NA	"2011-02-03"	"1996-07-31"	"Highly-conserved N-terminally anchored AAA-ATPase; distributed in the mitochondrial outer membrane and peroxisomes; involved in mitochondrial protein sorting; functions as an extraction engine in local organelle surveillance to remove and initiate degradation of mistargeted proteins, ensuring fidelity of organelle-specific localization of tail-anchored proteins; contains an N-terminal transmembrane domain and C-terminal cytoplasmic ATPase domain"
"582"	"S000003261"	"ORF"	"Verified"	"YGR029W"	"ERV1"	"flavin-linked sulfhydryl oxidase"	"chromosome 7"	"L000000583"	"7"	543553	544205	"W"	NA	"2011-02-03"	"2000-07-14|1996-07-31"	"Flavin-linked sulfhydryl oxidase of the mitochondrial IMS; N-terminus is an intrinsically disordered domain that in the cytosol helps target Erv1p to mitochondria, and in the intermembrane space oxidizes Mia40p as part of a disulfide relay system that promotes intermembrane space retention of imported proteins; functional ortholog of human GFER (ALR); human GFER carrying N-terminal 21 amino acids of Erv1p functionally complements the lethality of the erv1 null mutation"
"583"	"S000003263"	"ORF"	"Verified"	"YGR031W"	"IMO32"	""	"chromosome 7"	""	"7"	546441	547469	"W"	NA	"2011-02-03"	"1996-07-31"	"Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene contains the nested antisense gene NAG1"
"584"	"S000003278"	"ORF"	"Verified"	"YGR046W"	"TAM41"	"putative phosphatidate cytidylyltransferase|MMP37"	"chromosome 7"	""	"7"	584895	586052	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import, likely due to altered membrane lipid composition"
"585"	"S000003294"	"ORF"	"Verified"	"YGR062C"	"COX18"	"membrane insertase COX18|OXA2"	"chromosome 7"	"L000003308"	"7"	617278	616328	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein required for membrane insertion of C-terminus of Cox2p; mitochondrial integral inner membrane protein; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC; respiratory defect of the null mutant is functionally complemented by human COX18 carrying the N-terminal 54 amino acids of S. cerevisiae Cox18p"
"586"	"S000003314"	"ORF"	"Verified"	"YGR082W"	"TOM20"	"MOM19|MAS20"	"chromosome 7"	"L000001029"	"7"	644044	644595	"W"	NA	"2011-02-03"	"1996-07-31"	"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins"
"587"	"S000003318"	"ORF"	"Verified"	"YGR086C"	"PIL1"	"lipid-binding protein PIL1"	"chromosome 7"	""	"7"	650617	649598	"C"	NA	"2011-02-03"	"1996-07-31"	"Eisosome core component; eisosomes are large immobile cell cortex structures associated with endocytosis; detected in phosphorylated state in mitochondria; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways; member of BAR domain family; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress"
"588"	"S000003326"	"ORF"	"Verified"	"YGR094W"	"VAS1"	"valine--tRNA ligase"	"chromosome 7"	"L000002457"	"7"	672186	675500	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial and cytoplasmic valyl-tRNA synthetase; human homolog VARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant"
"589"	"S000003328"	"ORF"	"Verified"	"YGR096W"	"TPC1"	"thiamine transporter TPC1"	"chromosome 7"	""	"7"	676621	677565	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial membrane transporter; mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family"
"590"	"S000003333"	"ORF"	"Verified"	"YGR101W"	"PCP1"	"rhomboid protease PCP1|RBD1|MDM37"	"chromosome 7"	""	"7"	693363	694403	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial serine protease; required for the processing of various mitochondrial proteins and maintenance of mitochondrial DNA and morphology; belongs to the rhomboid-GlpG superfamily of intramembrane peptidases"
"591"	"S000003334"	"ORF"	"Verified"	"YGR102C"	"GTF1"	"glutamyl-tRNA(Gln) amidotransferase subunit F"	"chromosome 7"	""	"7"	695135	694584	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; transposon insertion mutant is salt sensitive and null mutant has growth defects; non-tagged protein is detected in purified mitochondria"
"592"	"S000003364"	"ORF"	"Verified"	"YGR132C"	"PHB1"	"prohibitin subunit PHB1"	"chromosome 7"	"L000001416|L000001415"	"7"	756452	755589	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR)"
"593"	"S000003376"	"ORF"	"Verified"	"YGR144W"	"THI4"	"thiamine thiazole synthase|MOL1|ESP35"	"chromosome 7"	"L000001133|L000000585"	"7"	780399	781379	"W"	NA	"2011-02-03"	"1996-07-31"	"Thiazole synthase; abundant protein involved in the formation of the thiazole moiety of thiamine during thiamine biosynthesis; acts more as a co-substrate rather than an enzyme by providing the sulphur source for thiazole formation; undergoes a single turnover only; required for mitochondrial genome stability in response to DNA damaging agents"
"594"	"S000003378"	"ORF"	"Verified"	"YGR146C"	"ECL1"	""	"chromosome 7"	""	"7"	784858	784223	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; mitochondrial-dependent role in the extension of chronological lifespan; overexpression increases oxygen consumption and respiratory activity while deletion results in reduced oxygen consumption under conditions of caloric restriction; induced by iron homeostasis transcription factor Aft2p; multicopy suppressor of temperature sensitive hsf1 mutant; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"595"	"S000003382"	"ORF"	"Verified"	"YGR150C"	"CCM1"	"DMR1|RRG2"	"chromosome 7"	""	"7"	793053	790459	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport"
"596"	"S000003401"	"ORF"	"Verified"	"YGR169C"	"PUS6"	"pseudouridine synthase PUS6"	"chromosome 7"	""	"7"	835903	834689	"C"	NA	"2011-02-03"	"1996-07-31"	"tRNA:pseudouridine synthase; catalyzes the conversion of uridine to pseudouridine at position 31 in cytoplasmic and mitochondrial tRNAs; mutation of Asp168 to Ala abolishes enzyme activity; not essential for viability"
"597"	"S000003403"	"ORF"	"Verified"	"YGR171C"	"MSM1"	"methionine--tRNA ligase MSM1"	"chromosome 7"	"L000001196"	"7"	842551	840824	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial methionyl-tRNA synthetase (MetRS); functions as a monomer in mitochondrial protein synthesis; functions similarly to cytoplasmic MetRS although the cytoplasmic form contains a zinc-binding domain not found in Msm1p"
"598"	"S000003415"	"ORF"	"Verified"	"YGR183C"	"QCR9"	"ubiquinol--cytochrome-c reductase subunit 9|UCR9"	"chromosome 7"	"L000001549"	"7"	859476	859063	"C"	148	"2011-02-03"	"1996-07-31"	"Subunit 9 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; required for electron transfer at the ubiquinol oxidase site of the complex"
"599"	"S000006623"	"tRNA_gene"	""	"tK(CUU)G3"	""	""	"chromosome 7"	"L000003838"	"7"	876394	876466	"W"	NA	"2011-02-03"	"2000-05-19"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"600"	"S000003425"	"ORF"	"Verified"	"YGR193C"	"PDX1"	""	"chromosome 7"	"L000001369"	"7"	885741	884509	"C"	NA	"2011-02-03"	"1996-07-31"	"E3-binding protein of the mitochondrial pyruvate dehydrogenase complex; plays a structural role in the complex by binding and positioning dihydrolipoamide dehydrogenase (E3) to the dihydrolipoamide acetyltransferase (E2) core"
"601"	"S000003441"	"ORF"	"Verified"	"YGR209C"	"TRX2"	"thioredoxin TRX2|LMA1"	"chromosome 7"	"L000002358"	"7"	913227	912913	"C"	161	"2011-02-03"	"1996-07-31"	"Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx1p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases under DNA replication stress; TRX2 has a paralog, TRX1, that arose from the whole genome duplication"
"602"	"S000003463"	"ORF"	"Verified"	"YGR231C"	"PHB2"	"prohibitin subunit PHB2"	"chromosome 7"	"L000004019"	"7"	953480	952548	"C"	NA	"2011-02-03"	"2004-07-15|1996-07-31"	"Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR)"
"603"	"S000003467"	"ORF"	"Verified"	"YGR235C"	"MIC26"	"MOS2|MCS29|MIO27"	"chromosome 7"	""	"7"	962061	961360	"C"	NA	"2011-02-03"	"1996-07-31"	"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; Mic26p is a non-essential component of the complex"
"604"	"S000003468"	"ORF"	"Verified"	"YGR236C"	"SPG1"	""	"chromosome 7"	""	"7"	962817	962530	"C"	NA	"2011-02-03"	"1996-07-31|2005-11-22"	"Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
